,title,sub-category,label_score,has_exclamation,has_question,has_number,mark_count,total_character,original_title
5800,ledak gudang bahan ledak di mako brimob jateng korban tak ada warga sipil,1,0,0,0,0,0,73,"Ledakan Gudang Bahan Peledak di Mako Brimob Jateng, Korbannya Tak Ada Warga Sipil "
5801,jamu newcastl adrian liverpool siap tarung untuk poin,1,1,0,0,0,0,53,"Jamu Newcastle, Adrian: Liverpool Siap Bertarung untuk 3 Poin!"
5802,performa luar biasa bal unit di liga,1,1,0,0,0,0,36,Performa Luar Biasa Bali United di Liga 1 2019
5803,tuai kontroversi livi zheng enggan komentar,1,1,0,0,0,0,43," Tuai Kontroversi, Livi Zheng Enggan Berkomentar"
5804,canggih nginap di hotel china layan robot,1,1,0,0,0,0,41,"Canggih, Nginap di Hotel China Dilayani Robot"
5805,video call momen akhir rio febrian sama ibunda,1,1,0,0,0,0,46,"Video Call, Momen Terakhir Rio Febrian Bersama Ibunda   "
5806,ducati melempem di misano domenicali salah aspal,1,1,0,0,0,0,48,"Ducati Melempem di Misano, Domenicali Salahkan Aspal"
5807,australia kembali masalah red notic veronica koman ke indonesia,1,0,0,0,0,0,63,Australia Kembalikan Masalah Red Notice Veronica Koman ke Indonesia
5808,shandi aulia hobi pilat saat hamil apa kata dokter kandung,1,1,0,0,0,0,58,"Shandy Aulia Hobi Pilates saat Hamil, Apa Kata Dokter Kandungan?"
5809,tren investasi ema digit soal fluktuasi harga bagaimana,1,1,0,0,0,0,55,"Tren Investasi Emas Digital, soal Fluktuasi Harga Bagaimana?"
5810,kopi lucinta luna ancam tak dapat sertifikat halal,1,1,0,0,0,0,50,Kopi Lucinta Luna Terancam Tak Dapat Sertifikat Halal
5811,kpk sita dokumen anggar di kantor bpkad dan bappelitbang kepri,1,0,0,0,0,0,62,KPK Sita Dokumen Anggaran di Kantor BPKAD dan Bappelitbang Kepri
5812,alergi kuce bibir putri pertama zaskia adya mecca jontor,1,0,0,0,0,0,56,"Alergi Kucing, Bibir Putri Pertama Zaskia Adya Mecca Jontor"
5813,menkumham usul pasal di rkuhp dihapu,1,0,0,0,0,0,36,Menkumham Usul Pasal 418 di RKUHP Dihapus
5814,googl konfirmasi warna coral pixel lewat iklan di time squar,1,0,0,0,0,0,60,Google Konfirmasi Warna Coral Pixel 4 Lewat Iklan di Times Square
5815,ada satu catat buruk ronaldo saat temu atletico madrid apa itu,1,1,0,0,0,0,62,"Ada Satu Catatan Buruk Ronaldo saat Bertemu Atletico Madrid, Apa Itu?"
5816,polisi selidik bakar gudang bahan ledak di mako brimob jateng,1,0,0,0,0,0,61,Polisi Selidiki Terbakarnya Gudang Bahan Peledak di Mako Brimob Jateng
5817,kadin apresiasi cepat izin investasi tan,1,0,0,0,0,0,40,Kadin Apresiasi Kecepatan Izin Investasi Kementan
5818,ini cara tan dalam aman salur pupuk subsidi,1,1,0,0,0,0,43,Ini Cara Kementan Dalam Pengamanan Penyaluran Pupuk Bersubsidi
5819,cerita umar jaya bunuh bayar legendari pale sad di indonesia,1,1,0,0,0,0,60,"Cerita Umar Jaya, Pembunuh Bayaran Legendaris Paling Sadis di Indonesia"
5820,indonesia mampu penuh protein hewani dalam negeri,1,0,0,0,0,0,49, Indonesia Mampu Penuhi Protein Hewani Dalam Negeri
5821,belum pulih lorenzo realisti tatap motogp san marino,1,0,0,0,0,0,52,"Belum Pulih 100%, Lorenzo Realistis Tatap MotoGP San Marino 2019 "
5822,gudang mako brimob jateng ledak warga saya kira suara petas,1,1,0,0,0,0,59,"Gudang Mako Brimob Jateng Meledak, Warga: Saya Kira Suara Petasan"
5823,inspirasi hijab dengan blazer ala selebgram yang bisa kamu coba,1,1,0,0,0,0,63,5 Inspirasi Hijab dengan Blazer ala Selebgram yang Bisa Kamu Coba 
5824,zidan isyarat hazard saat hadap psg,1,0,0,0,0,0,35,"Zidane Isyaratkan Hazard , saat Hadapi PSG "
5825,acara yang tabur bintang saji di grand prix season singapor,1,0,0,0,0,0,59,Acara yang Bertabur Bintang Tersaji di Grand Prix Season Singapore 2019
5826,detikdetik bunuh bayar di riau aksi skenario buat mirip ampo,1,1,0,0,0,0,60,"Detik-Detik Pembunuh Bayaran di Riau Beraksi, Skenarionya Dibuat Mirip Perampokan"
5827,pansu pindah ibu kota akan panggil ani baswedan dan isran noor,1,0,0,0,0,0,62,Pansus Pemindahan Ibu Kota Akan Panggil Anies Baswedan dan Isran Noor 
5828,viral pria tionghoa rapi ala kaki jamaah masjid tiap salat jumat,1,1,0,0,0,0,64,Viral Pria Tionghoa Rapikan Alas Kaki Jamaah Masjid Setiap Salat Jumat
5829,rekor di liga inggri yang mungkin tak pecah,1,1,0,0,0,0,43,5 Rekor di Liga Inggris yang Mungkin Takkan Terpecahkan
5830,cristiano ronaldo ape tiap kali balik ke spanyol,1,1,0,0,0,0,48,Cristiano Ronaldo Apes Tiap Kali Balik ke Spanyol
5831,orang lebih jadi sangka bakar hutan sumatera dan kalimantan,1,0,0,0,0,0,59,100 Orang Lebih Jadi Tersangka Kebakaran Hutan Sumatera dan Kalimantan
5832,gunung api besar di satelit jupit loki meletu dalam waktu dekat,1,0,0,0,0,0,63,Gunung Api Besar di Satelit Jupiter 'Loki' Meletus Dalam Waktu Dekat
5833,dibulli netizen tiga setia gara jawab dengan katakata kasar,1,1,0,0,0,0,59,"Dibully Netizen, Tiga Setia Gara Jawab dengan Kata-Kata Kasar"
5834,harga yamaha nmax beka masih tinggi meski ada honda adv,1,0,0,0,0,0,55,Harga Yamaha N-Max Bekas Masih Tinggi Meski Ada Honda ADV-150   
5835,tumpang sakit jantung pesawat thailand darat di makassar,1,0,0,0,0,0,56,"Penumpang Sakit Jantung, Pesawat Thailand Mendarat di Makassar"
5836,revisi uu kpk bisa awas proyek pindah ibu kota,1,0,0,0,0,0,46,Revisi UU KPK Bisa Awasi Proyek Pemindahan Ibu Kota
5837,cemar udara industri rumah di cilinc jakut segel,1,1,0,0,0,0,48,"Cemari Udara, 4 Industri Rumahan di Cilincing Jakut Disegel"
5838,perintah akan bangun rusun dan apartemen untuk pn di ibu kota baru,1,0,0,0,0,0,66,Pemerintah Akan Bangun Rusun dan Apartemen untuk PNS di Ibu Kota Baru
5839,rusia tahan dua kapal korea utara salah satu lepas tembak,1,1,0,0,0,0,57,"Rusia Tahan Dua Kapal Korea Utara, Salah Satunya Lepaskan Tembakan"
5840,tuai kritik peda ustadz yusuf mansur beri komentar bijak,1,1,0,0,0,0,56," Tuai Kritik Pedas, Ustadz Yusuf Mansur Beri Komentar Bijak"
5841,jalan tol layang panjang di ri pasti bisa lintas saat natal dan tahun baru,1,0,0,0,0,0,74,Jalan Tol Layang Terpanjang di RI Dipastikan Bisa Dilintasi saat Natal dan Tahun Baru
5842,kpk geledah kantor bpkad dan bappelitbang kepri,1,0,0,0,0,0,47,KPK Geledah Kantor BPKAD dan Bappelitbang Kepri
5843,rangkai acara tarik di f grand prix season singapor,1,0,0,0,0,0,51,Serangkaian Acara Menarik di F1 Grand Prix Season Singapore 2019
5844,jonatan ungkap sebab kalah dari shesar di china open,1,1,0,0,0,0,52,Jonatan Ungkap Penyebab Kekalahan dari Shesar di China Open 2019
5845,gubernur sebut kualita udara jambi sudah tak layak untuk sehat,1,0,0,0,0,0,62,Gubernur Sebut Kualitas Udara Jambi Sudah Tak Layak untuk Kesehatan
5846,tim sar gabung cari pesawat yang hilang kontak di papua,1,0,0,0,0,0,55,Tim SAR Gabungan Cari Pesawat yang Hilang Kontak di Papua
5847,gibran anak jokowi dadak temu wali kota solo di rumah dina ada apa,1,1,0,0,0,0,66,"Gibran Anak Jokowi Mendadak Temui Wali Kota Solo di Rumah Dinas, Ada Apa?"
5848,buah mobil tabrak gedung trump di new york,1,0,0,0,0,0,42,Sebuah Mobil Tabrak Gedung Trump di New York
5849,sebab sakit paruparu seriu new york larang rokok elektrik aroma,1,0,0,0,0,0,63,"Sebabkan Penyakit Paru-Paru Serius, New York Larang Rokok Elektrik Beraroma "
5850,aku konsumsi narkotika bi ek ikon resmi berstatu sangka,1,0,0,0,0,0,55,"Akui Konsumsi Narkotika, B.I eks iKON Resmi Berstatus Tersangka"
5851,soal uu kpk ketua kadin baik untuk pasti dunia usaha,1,1,0,0,0,0,52,"Soal UU KPK, Ketua Kadin: Baik untuk Kepastian Dunia Usaha"
5852,cukai rokok naik usaha justru sorot vape,1,0,0,0,0,0,40,"Cukai Rokok Naik 23%, Pengusaha Justru Soroti Vape"
5853,kapok jefri nichol tak mau lagi pakai ganja untuk atas ganggu tidur,1,1,0,0,0,0,67,"Kapok, Jefri Nichol Tak Mau Lagi Pakai Ganja untuk Atasi Gangguan Tidur"
5854,jual ritel as tak mampu hijau sp,1,0,0,0,0,0,32,Penjualan Ritel AS Tak Mampu Hijaukan S&P 500
5855,cruyff otak di balik lahir tikitaka kha barcelona,1,1,0,0,0,0,49,Cruyff Otak di Balik Lahirnya Tiki-Taka Khas Barcelona
5856,jelang liverpool vs newcastl klopp ungkap kondisi kini alisson dan keita,1,1,0,0,0,0,72,"Jelang Liverpool vs Newcastle, Klopp Ungkap Kondisi Terkini Alisson dan Keita"
5857,inter hampir kalah dari praha cont risau,1,1,0,0,0,0,40,"Inter Hampir Kalah dari Praha, Conte Risau "
5858,gudang di mako brimob jateng ledak warga evakuasi,1,0,0,0,0,0,49,"Gudang di Mako Brimob Jateng Meledak, Warga Dievakuasi"
5859,gempa m landa melonguan sulut tidak potensi tsunami,1,0,0,0,0,0,51,"Gempa M5,6 Melanda Melonguane Sulut, Tidak Berpotensi Tsunami"
5860,startup asal indonesia bahaso curi perhati di budapest,1,1,0,0,0,0,54,Startup Asal Indonesia 'Bahaso' Curi Perhatian di Budapest
5861,wiranto lantik pati tni untuk jabat di kemenko polhukam,1,0,0,0,0,0,55,Wiranto Lantik 4 Pati TNI untuk Menjabat di Kemenko Polhukam
5862,sop dan ayam geprek jadi menu favorit jefri nichol lama rehabilitasi,1,1,0,0,0,0,68,Sop dan Ayam Geprek Jadi Menu Favorit Jefri Nichol Selama Rehabilitasi   
5863,menteri rini rombak lagi direksi bumn verdi budidarmo jadi dirut kimia farma,1,0,0,0,0,0,76,"Menteri Rini Rombak Lagi Direksi BUMN, Verdi Budidarmo Jadi Dirut Kimia Farma"
5864,jabat as klaim senjata yang serang fasilita saudi beras dari iran,1,0,0,0,0,0,65,Pejabat AS Klaim Senjata yang Serang Fasilitas Saudi Berasal dari Iran
5865,ibunda meningg rio febrian langsung pulang dari hungaria,1,0,0,0,0,0,56,"Ibunda Meninggal, Rio Febrian Langsung Pulang dari Hungaria"
5866,lagi korban meningg akibat vape tambah total nyawa layang,1,1,0,0,0,0,57,"Lagi, Korban Meninggal Akibat Vape Bertambah, Total 7 Nyawa Melayang"
5867,mitsubishi angkat bicara soal luncur baru xpander,1,0,0,0,0,0,49,Mitsubishi Angkat Bicara Soal Peluncuran Terbaru Xpander
5868,sirajuddin anggap tak layak kritik airlangga hartarto,1,0,0,0,0,0,53,Sirajuddin Dianggap Tak Layak Kritik Airlangga Hartarto
5869,dewan awa kpk yakin kerja independen,1,0,0,0,0,0,36,Dewan Pengawas KPK Diyakini Bekerja Independen
5870,arab saudi diamdiam jual gedung konsulat tempat bunuh khashoggi,1,0,0,0,0,0,63,Arab Saudi Diam-Diam Jual Gedung Konsulat Tempat Pembunuhan Khashoggi
5871,unit dfsk super cab buat indonesia siap banjir pasar filipina,1,0,0,0,0,0,61,3.000 Unit DFSK Super Cab Buatan Indonesia Siap Banjiri Pasar Filipina   
5872,demo tuntut selesai langgar ham di sorong bubar polisi,1,0,0,0,0,0,54,Demo Tuntut Selesaikan Pelanggaran HAM di Sorong Dibubarkan Polisi
5873,johan cruyff jaya dari ajax hingga barcelona,1,0,0,0,0,0,44,Johan Cruyff Berjaya dari Ajax hingga Barcelona
5874,gudang mako brimob srondol semarang ledak petuga madam tak berani dekat,1,1,0,0,0,0,71,"Gudang Mako Brimob Srondol Semarang Meledak, Petugas Pemadam Tak Berani Mendekat"
5875,jejak islam dalam masjid agung yang bentuk ubah tahun sekali,1,1,0,0,0,0,60,Jejak Islam dalam Masjid Agung yang Bentuknya Berubah Setahun Sekali
5876,billi syahputra gosip dengan wanita lain begini reaksi elvia cerollin,1,1,0,0,0,0,69,"Billy Syahputra Digosipkan dengan Wanita Lain, Begini Reaksi Elvia Cerolline"
5877,ibu kota pindah kadin beri perata bagi daerah lain,1,0,0,0,0,0,50,"Ibu Kota Pindah, Kadin: Memberikan Pemerataan bagi Daerah Lain"
5878,polresta depok belum telusur alir uang pt damtour,1,0,0,0,0,0,49,Polresta Depok Belum Telusuri Aliran Uang PT Damtour
5879,ewe hd ciduk mampir di youtub pamela safitri,1,1,0,0,0,0,44,Ewing HD Terciduk 'Mampir' di Youtube Pamela Safitri
5880,japek jadi tol layang panjang di indonesia,1,0,0,0,0,0,42,"Japek , Jadi Tol Layang Terpanjang di Indonesia"
5881,hummel kecewa dortmund gagal takluk barcelona,1,0,0,0,0,0,45,Hummels Kecewa Dortmund Gagal Taklukkan Barcelona 
5882,video viral obat bude ningsih tampi sudah tonton juta kali,1,1,0,0,0,0,58,Video Viral Pengobatan Bude Ningsih Tinampi Sudah Ditonton 10 Juta Kali
5883,gimenez juventu bukan hanya cristiano ronaldo,1,0,0,0,0,0,45,Gimenez: Juventus Bukan Hanya Cristiano Ronaldo
5884,sutet hampir gagal jalan tol cikampek ii operasi akhir,1,0,0,0,0,0,54,Sutet Hampir Gagalkan Jalan Tol Cikampek II Beroperasi Akhir 2019
5885,pansu mulai rapat pindah ibu kota,1,0,0,0,0,0,33,Pansus Mulai Rapat Pemindahan Ibu Kota 
5886,catat impresif cristiano ronaldo ke gawang atletico bakal lanjut,1,1,0,0,0,0,64,"Catatan Impresif Cristiano Ronaldo ke Gawang Atletico, Bakal Berlanjut?"
5887,jokowi cepat maju negara jangan apaapa antek asingaseng,1,1,0,0,0,0,55,"Jokowi: Percepat Kemajuan Negara, Jangan Apa-Apa Antek Asing-Aseng "
5888,hamil bulan intip gaya seksi shandi aulia saat asyik pilat,1,1,0,0,0,0,58,"Hamil 5 Bulan, Intip Gaya Seksi Shandy Aulia saat Asyik Pilates"
5889,kabar renggang dengan elvia cerollin billi syahputra ikan jelas,1,1,0,0,0,0,63,"Dikabarkan Renggang dengan Elvia Cerolline, Billy Syahputra Berikan Penjelasan"
5890,simak kunci takluk jalan gunung dengan cit car,1,1,0,0,0,0,46,Simak Kunci Taklukkan Jalan Pegunungan dengan City Car   
5891,unik ibu hamil ini malah ngidam jadi ojol antar makan,1,1,0,0,0,0,53,"Unik! Ibu Hamil Ini Malah Ngidam Jadi , Ojol Pengantar Makanan"
5892,pecah target pamer giia makassar serbu ribu orang,1,0,0,0,0,0,49,"Pecah Target, Pameran GIIAS 2019 Makassar Diserbu 25 Ribu Orang"
5893,festiv lin ini siap manja lidah di jakarta,1,1,0,0,0,0,42,"Festival Kuliner Ini Siap Manjakan Lidah , di Jakarta"
5894,laku karhutla tangkap polr banyuasin,1,0,0,0,0,0,36,3 Pelaku Karhutla Ditangkap Polres Banyuasin   
5895,usaha properti harap libat susun regulasi dan insentif,1,0,0,0,0,0,54,Pengusaha Properti Harap Dilibatkan Susun Regulasi dan Insentif
5896,kena kasu narkoba jefri nichol rasa salah ke ellya pical,1,1,0,0,0,0,56,"Kena Kasus Narkoba, Jefri Nichol Merasa Bersalah Ke Ellyas Pical"
5897,persija jakarta siap tahan laju bal unit,1,0,0,0,0,0,40,Persija Jakarta Siap Tahan Laju Bali United
5898,tayang esok ikut sinopsi film the power of love hayya,1,1,0,0,0,0,53,"Tayang Esok, Berikut Sinopsis Film The Power of Love: Hayya"
5899,tiba di malang rio febrian langsung hampir jenazah sang bunda,1,1,0,0,0,0,61,"Tiba di Malang, Rio Febrian Langsung Hampiri Jenazah sang Bunda"
5900,vape makin mati perintah dorong regulasi rokok elektrik,1,0,0,0,0,0,55,"Vape Semakin Diminati, Pemerintah Dorong Regulasi Rokok Elektrik"
5901,kabut asap di malaysia tidak semua akibat karhutla indonesia,1,0,0,0,0,0,60,Kabut Asap di Malaysia Tidak Semua Akibat Karhutla Indonesia
5902,arsen konfirmasi lacazett bakal absen hingga oktob karena cedera,1,0,0,0,0,0,64,Arsenal Konfirmasi Lacazette Bakal Absen hingga Oktober karena Cedera
5903,shesar tak sangka bisa tumbang jonatan di babak pertama china open,1,0,0,0,0,0,66,Shesar Tak Sangka Bisa Tumbangkan Jonatan di Babak Pertama China Open 2019
5904,tolak pemprov riau ani kami kirim bantu karhutla ke perintah pusat,1,0,0,0,0,0,66,"Ditolak Pemprov Riau, Anies: Kami Kirim Bantuan Karhutla ke Pemerintah Pusat"
5905,susul han suk kyu lee sung kyung dan ahn hyo seop gabung,1,0,0,0,0,0,56,"Susul Han Suk Kyu, Lee Sung Kyung dan Ahn Hyo Seop Gabung "
5906,rossi kaget para balap yamaha kompetitif di sirkuit misano,1,0,0,0,0,0,58,Rossi Kaget Para Pembalap Yamaha Kompetitif di Sirkuit Misano
5907,video syur siswi sma di sumsel nyata sebar pacar korban,1,1,0,0,0,0,55,Video Syur Siswi SMA di Sumsel Ternyata Disebar Pacar Korban
5908,lampard konfirmasi mason mount cedera engkel,1,0,0,0,0,0,44,Lampard Konfirmasi Mason Mount Cedera Engkel 
5909,takluk dari unggul ke langkah hafizgloria henti di china open,1,0,0,0,0,0,61,"Takluk dari Unggulan Ke-4, Langkah Hafiz/Gloria Terhenti di China Open 2019"
5910,sistem tahan udara arab saudi tak daya hadap serang drone,1,1,0,0,0,0,57,Sistem Pertahanan Udara Arab Saudi Tak Berdaya Hadapi Serangan Drone
5911,kiat isi hidup bak botol kosong ala tung desem,1,1,0,0,0,0,46,Kiat Mengisi Hidup bak Botol Kosong ala Tung Desem
5912,viral di medso video klip pesona indonesia versi netizen jamin autongakak,1,1,0,0,0,0,73,"Viral di Medsos, Video Klip Pesona Indonesia Versi Netizen, Dijamin Auto-Ngakak!"
5913,guna bahasa inggri barbi kumalasari sindir karena salah,1,1,0,0,0,0,55,"Gunakan Bahasa Inggris, Barbie Kumalasari Disindir karena Salah "
5914,pria luka sayat temu simbah di jatinegara duga coba bunuh diri,1,0,0,0,0,0,62,"Pria Terluka Sayat Ditemukan Bersimbah di Jatinegara, Diduga Coba Bunuh Diri"
5915,buru pasien luar negeri obat alternatif bude ningsih dadak viral,1,0,0,0,0,0,64,"Diburu Pasien Luar Negeri, Pengobatan Alternatif Bude Ningsih Mendadak Viral"
5916,sebut punya beti besar vanessa angel tapi kenyal kok,1,1,0,0,0,0,52,"Disebut Punya Betis Besar, Vanessa Angel: Tapi Kenyal Kok"
5917,revisi uu sah legitimasi kpk yakin tak akan mati,1,0,0,0,0,0,48,"Revisi UU Disahkan, Legitimasi KPK Diyakini Tak Akan Mati"
5918,pesawat twin otter hilang kontak dalam terbang di papua,1,0,0,0,0,0,55,Pesawat Twin Otter Hilang Kontak dalam Penerbangan di Papua
5919,apakah kamu orang yang romanti coba ikut te pribadi ini,1,1,0,0,0,0,55,Apakah Kamu Orang yang Romantis? Coba Ikuti Tes Kepribadian Ini   
5920,lirik lagu emma heester,1,0,0,0,0,0,23,"Lirik Lagu , Emma Heesters"
5921,dampak kabut asap terbang yogyakartasamarinda alih ke balikpapan,1,0,0,0,0,0,64,"Terdampak Kabut Asap, Penerbangan Yogyakarta-Samarinda Dialihkan ke Balikpapan"
5922,naik cukai rokok efektif turun jumlah okok di indonesia,1,1,0,0,0,0,55,"Kenaikan Cukai Rokok, Efektif Turunkan Jumlah Perokok di Indonesia?"
5923,tel ungkap partikel polusi udara bisa tembu plasenta ibu hamil,1,0,0,0,0,0,62,Peneliti Ungkap Partikel Polusi Udara Bisa Menembus Plasenta Ibu Hamil
5924,bppsdm yakin indonesia jadi lumbung pangan dunia di tahun,1,0,0,0,0,0,57,BPPSDM Yakin Indonesia Menjadi Lumbung Pangan Dunia di Tahun 2045
5925,gubernur jabar arsitek haru proaktif di era industri,1,0,0,0,0,0,52,Gubernur Jabar: Arsitek Harus Proaktif di Era Industri 4.0
5926,dpr hormat pihak yang ingin gugat uu kpk ke mk,1,0,0,0,0,0,46,DPR Hormati Pihak yang Ingin Gugat UU KPK ke MK
5927,farri agri jadi rekrut anyar persija jakarta,1,0,0,0,0,0,44,Farri Agri Jadi Rekrutan Anyar Persija Jakarta 
5928,sebab liverpool kalah dari napoli,1,1,0,0,0,0,33,3 Penyebab Liverpool Kalah 0-2 dari Napoli
5929,lirik lagu dont call me angel,1,0,0,0,0,0,29,Lirik Lagu Don't Call Me Angel 
5930,satu bulan rehabilitasi jefri nichol rindu keluarga,1,1,0,0,0,0,51,"Satu Bulan Direhabilitasi, Jefri Nichol Rindu Keluarga"
5931,cristiano ronaldo pilih cinta dengan georgina ketimbang cetak gol indah,1,1,0,0,0,0,71,Cristiano Ronaldo Pilih Bercinta dengan Georgina ketimbang Cetak Gol Indah
5932,ootd transparan ala tantri namirah,1,1,0,0,0,0,34,"5 OOTD , Transparan ala Tantri Namirah   "
5933,seksi baju ungu ikut tamara bleszynski libur lil eropa,1,1,0,0,0,0,54,"Seksi Berbaju Ungu, , Ikuti Tamara Bleszynski Liburan Keliling Eropa "
5934,jeda makan siang ihsg makin kuat ke,1,0,0,0,0,0,35,"Jeda Makan Siang, IHSG Semakin Menguat ke 6.265   "
5935,jadwal wakil indonesia di semifin vietnam open,1,0,0,0,0,0,46,Jadwal Wakil Indonesia di Semifinal Vietnam Open 2019
5936,ketua kpk ke pegawai ikhtiar kamu lawan korupsi tidak boleh henti,1,1,0,0,0,0,65,Ketua KPK ke Pegawainya: Ikhtiar Kamu Melawan Korupsi Tidak Boleh Berhenti! 
5937,jadwal f gp singapura,1,0,0,0,0,0,21,Jadwal F1 GP Singapura 2019
5938,gempa m guncang labuha malu utara tidak potensi tsunami,1,0,0,0,0,0,55,"Gempa M5,1 Guncang Labuha Maluku Utara, Tidak Berpotensi Tsunami"
5939,elza syarief kan kata nikita mirzani yang anggap hina,1,1,0,0,0,0,53,Elza Syarief Beberkan Perkataan Nikita Mirzani yang Dianggap Menghina
5940,suzuki luncur skuter matik tualang pesa yamaha xride,1,0,0,0,0,0,52,Suzuki Luncurkan Skuter Matik Petualang Pesaing Yamaha X-Ride   
5941,mend eko dorong reformulasi program transmigrasi,1,0,0,0,0,0,48,Mendes Eko Dorong Reformulasi Program Transmigrasi
5942,revisi uu sah kpk bentuk tim transisi,1,0,0,0,0,0,37,"Revisi UU Disahkan, KPK Bentuk Tim Transisi"
5943,mar bone materi isi tulang ramah bpj sehat,1,0,0,0,0,0,42,"Semar Bone, Material Pengisi Tulang Ramah BPJS Kesehatan"
5944,arti pent georgina rodriguez bagi cristiano ronaldo,1,1,0,0,0,0,51,Arti Penting Georgina Rodriguez bagi Cristiano Ronaldo
5945,bicara di sosialisasi program kb ani baswedan nenek saya anak,1,1,0,0,0,0,61,"Bicara di Sosialisasi Program KB, Anies Baswedan: Nenek Saya Anaknya 11 "
5946,buka forum titik temu jokowi hilang emosi agama,1,1,0,0,0,0,47,"Buka Forum Titik Temu, Jokowi: Hilangkan Emosi Keagamaan"
5947,garagara mimpi buruk perempuan ini telan cincin tunang,1,1,0,0,0,0,54,"Gara-Gara Mimpi Buruk, Perempuan Ini Telan Cincin Pertunangannya"
5948,tampak rumah masa kecil donald trump lelang rp miliar,1,0,0,0,0,0,53,"Penampakan Rumah Masa Kecil Donald Trump, Dilelang Rp40 Miliar"
5949,rekomendasi ombudsman soal laksana atur baru sertifikasi halal,1,1,0,0,0,0,62,7 Rekomendasi Ombudsman Soal Pelaksanaan Aturan Baru Sertifikasi Halal
5950,azmi alkatiri sosok di balik viralnya lagu,1,1,0,0,0,0,42,"Azmi Alkatiri, Sosok di Balik Viralnya Lagu "
5951,bandara yia makin ramai tumpang di agustu,1,0,0,0,0,0,41,Bandara YIA Semakin Ramai Penumpang di Agustus 2019
5952,kenang indonesia yang punya mantan ibu kota,1,1,0,0,0,0,43,Kenangan Indonesia yang Punya 3 Mantan Ibu Kota
5953,heboh warga ramai di makam bj habibi netizen sayang,1,1,0,0,0,0,51,"Heboh Warga Ramai , di Makam BJ Habibie, Netizen Menyayangkan"
5954,petrucci prediksi ducati bakal juang kera di misano,1,0,0,0,0,0,51,Petrucci Prediksi Ducati Bakal Berjuang Keras di Misano
5955,eropa dorong ada dialog untuk selesai tegang dengan iran,1,0,0,0,0,0,56,Eropa Dorong Adanya Dialog untuk Selesaikan Ketegangan dengan Iran 
5956,ani polisi dalam industri rumah di cilinc duga cemar udara,1,0,0,0,0,0,58,Anies: Polisi Dalami Industri Rumahan di Cilincing Diduga Cemari Udara
5957,kilang minyak saudi aramco serang drone apa dampak ke harga bbm,1,1,0,0,0,0,63,"Kilang Minyak Saudi Aramco Diserang Drone, Apa Dampaknya ke Harga BBM?"
5958,kenang mani timna indonesia u menang ata pulau mariana utara,1,0,0,0,0,0,60,Kenangan Manis Timnas Indonesia U-16 Menang 18-0 atas Kepulauan Mariana Utara
5959,kalah dari napoli bukan akhir segala bagi liverpool,1,0,0,0,0,0,51,Kalah dari Napoli Bukan Akhir Segalanya bagi Liverpool
5960,viral polisi tolong orang ibu yang jalan kaki gendong jenazah bayi baru lahir,1,1,0,0,0,0,77,Viral Polisi Tolong Seorang Ibu yang Jalan Kaki Gendong Jenazah Bayi Baru Dilahirkan
5961,putri bapti putin tuai kontroversi usai tari stripti di pesta nikah,1,1,0,0,0,0,67,Putri Baptis Putin Tuai Kontroversi Usai Menari Striptis di Pesta Pernikahannya	
5962,ifan seventeen alami jadi misti saat instagram live tengah malam,1,1,0,0,0,0,64,Ifan Seventeen Alami Kejadian Mistis saat Instagram Live Tengah Malam
5963,imba asap karhutla pesawat di bandara ssk pekanbaru tak berani darat,1,0,0,0,0,0,68,"Imbas Asap Karhutla, 2 Pesawat di Bandara SSK Pekanbaru Tak Berani Mendarat"
5964,pernah bantai timna indonesia latih pulau mariana utara masih ingat,1,1,0,0,0,0,67,"Pernah Dibantai Timnas Indonesia 18-0, Pelatih Kepulauan Mariana Utara Masih Ingat "
5965,cara media sosial rusak hubung dengan pacar,1,1,0,0,0,0,43,6 Cara Media Sosial Merusak Hubunganmu dengan Pacar   
5966,griezmann minta dukung barcelona sabar nanti trio msg,1,0,0,0,0,0,53,Griezmann Minta Pendukung Barcelona Sabar Nantikan Trio MSG 
5967,snapchat hadir mode kamera d untuk guna iphon,1,0,0,0,0,0,45,Snapchat Hadirkan Mode Kamera 3D untuk Pengguna iPhone
5968,dua ajar sma makassar jual ke pria hidung belang oleh tante,1,1,0,0,0,0,59,Dua Pelajar SMA Makassar Dijual ke Pria Hidung Belang oleh Tantenya
5969,klopp ingin jadi kandang liverpool bagai benteng,1,1,0,0,0,0,48,Klopp Ingin Jadikan Kandang Liverpool Bagaikan Benteng
5970,tepi tuding malaysia indonesia siap adu data soal asap karhutla,1,0,0,0,0,0,63,"Tepis Tudingan Malaysia, Indonesia Siap Adu Data soal Asap Karhutla"
5971,tak ingin andal perangkat baru rossi pilih foku tingkat mampu diri,1,0,0,0,0,0,66,"Tak Ingin Andalkan Perangkat Baru, Rossi Pilih Fokus Tingkatkan Kemampuan Diri"
5972,viral potong gambar wirda mansur beri kitab qurrotil uyyun nyata,1,1,0,0,0,0,64,"Viral Potongan Gambar Wirda Mansur Diberi Kitab Qurrotil Uyyun, Ternyata..."
5973,tan siap rencana strategi pupuk subsidi di,1,0,0,0,0,0,42,Kementan Siapkan Rencana Strategi Pupuk Bersubsidi di 2020
5974,indonesia juara musabaqah hafal alquran intern di makkah,1,0,0,0,0,0,56,Indonesia Juara 3 Musabaqah Hafalan Alquran International di Makkah
