,Unnamed: 0,title,category,has_exclamation,has_question,has_number,num_count,mark_count,original_title,label_score
4199,4199,tradisi unik muharram di nunukan beli perkaka dapur,Agama,0,0,1,2,0,Tradisi Unik 10 Muharram di Nunukan: Beli Perkakas Dapur,0
7355,7355,marsha aruan konsumsi yogurt saat susah bab,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Marsha Aruan Konsumsi Yogurt Saat Susah BAB,1
8481,8481,kaki super panjang jang won young izon bikin longo hampir setinggi bahu pria ini,Hiburan_&_Selebriti,0,0,0,0,0,Kaki Super Panjang Jang Won Young IZ*ONE Bikin Melongo Hampir Setinggi Bahu Pria Ini,1
6107,6107,data duga bocor milik akun mile lion air imbau ubah sandi,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Data Diduga Bocor, Pemilik Akun Miles Lion Air Diimbau Ubah Sandi",0
4611,4611,satu unit apartemen kalibata cit bakar,Berita_indonesia,0,0,0,0,0,Satu Unit Apartemen Kalibata City Kebakaran,0
5309,5309,as sanksi menteri aman zimbabw,Berita_Internasional,0,0,0,0,0,AS Sanksi Menteri Keamanan Zimbabwe,0
6065,6065,manfaat sehat minum kopi pana dan dingin,Gaya_Hidup_&_Kesehatan,0,0,1,1,0,5 Manfaat Kesehatan Minum Kopi Panas dan Dingin,1
3402,3402,analis soal nomin main baik fifa,Olahraga,0,0,1,5,0,3 Analisis soal Nominator Pemain Terbaik FIFA 2019 ,1
1504,1504,jame gunn ungkap batman bakal muncul di suic squad,Hiburan_&_Selebriti,0,1,1,1,1,James Gunn Ungkap Batman Bakal Muncul di 'SUICE SQUAD 2'?,1
1996,1996,dibaha tutup dpr dan perintah sepakat rkuhp,Berita_indonesia,0,0,0,0,1,"Dibahas Tertutup, DPR dan Pemerintah Sepakati RKUHP",0
4989,4989,bupati agu ambo djiwa lantik ppt pratama lingkup pemkab pasangkayu,Regional_&_Daerah,0,0,0,0,0,Bupati Agus Ambo Djiwa Lantik PPT Pratama Lingkup Pemkab Pasangkayu,0
7583,7583,sindir jadi sebab ibu bebbi fey sakit dinar candi siap lapor balik,Hiburan_&_Selebriti,0,1,0,0,2,"Disindir Jadi Penyebab Ibu Bebby Fey Sakit, Dinar Candy Siap Lapor Balik?",1
3636,3636,toyota umum recal puluh ribu unit yari corolla lama,Teknologi_&_Sains,0,0,0,0,0,Toyota Umumkan Recall Puluhan Ribu Unit Yaris & Corolla Lama,0
4325,4325,kepala lipi habibi seperti tak kenal lelah,Berita_indonesia,0,0,0,0,0,Kepala LIPI: Habibie Seperti tak Kenal Lelah,0
5844,5844,neraca dagang agustu prediksi balik cetak surplu,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,0,Neraca Perdagangan Agustus 2019 Diprediksi Balik Cetak Surplus,0
8256,8256,cara cup cupita endors produk gemuk badan sambil mandi hujat habishabisan,Hiburan_&_Selebriti,0,0,0,0,0, Cara Cupi Cupita Endorse Produk Penggemuk Badan Sambil Mandi Dihujat Habis-habisan,1
8208,8208,ngevlog bareng nagita takjub putra ruben onsu sopan cium tangan hingga rajin sekolah,Hiburan_&_Selebriti,0,0,0,0,1,"Ngevlog Bareng, Nagita Takjub Putra Ruben Onsu Sopan Cium Tangan Hingga Rajin Sekolah",1
7812,7812,jurnal indonesia tembak saat demo hong kong kjri minta investigasi,Berita_indonesia,0,0,0,0,1," Jurnalis Indonesia Tertembak Saat Demo Hong Kong, KJRI Minta Investigasi",0
4160,4160,usai operasi prostat pria ini temu gantung diri,Berita_indonesia,0,0,0,0,1,"Usai Operasi Prostat, Pria Ini Ditemukan Gantung Diri ",1
890,890,tanda pasang siap komitmen dalam hubung,Gaya_Hidup_&_Kesehatan,0,0,1,1,0,4 Tanda Pasangan Siap Berkomitmen dalam Hubungan,1
6990,6990,kualifikasi piala afc menang timna u bukan yang besar,Olahraga,0,0,1,2,0,Kualifikasi Piala AFC: Kemenangan Timnas U-16 Bukan yang Terbesar,0
6443,6443,akhir pekan di malioboro kunjung dua pamer seni ini,Travel_&_Pariwisata,0,0,0,0,1,"Berakhir Pekan di Malioboro, Kunjungi Dua Pameran Seni Ini",1
6265,6265,pshk barter revisi uu kpk dan uu md jahat legislasi,Berita_indonesia,0,0,1,1,0,PSHK: Barter Revisi UU KPK dan UU MD3 Kejahatan Legislasi,0
4009,4009,dt peduli sama lazna chevron gelar thibbun nabawi,Agama,0,0,0,0,0,DT Peduli Bersama Laznas Chevron Gelar Thibbun Nabawi,0
7329,7329,darmin nasut ada resesi ekonomi atau tidak kita haru siap diri,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Darmin Nasution: Ada Resesi Ekonomi Atau Tidak, Kita Harus Persiapkan Diri",0
5000,5000,kabut asap kian tebal warga suku anak dalampolisi bagi masker,Regional_&_Daerah,0,0,0,0,1,"Kabut Asap Kian Tebal, Warga Suku Anak Dalam-Polisi Bagikan Masker",0
445,445,ruu kk bssn bisa jadi saksi ahli forensik digit,Berita_indonesia,0,0,0,0,0,RUU KKS: BSSN Bisa Jadi Saksi Ahli Forensik Digital,0
2681,2681,bomber chelsea jadi korban rasial sang ibu rasa pukul,Olahraga,0,0,0,0,1,"Bomber Chelsea Jadi Korban Rasial, Sang Ibu Merasa Terpukul",1
6681,6681,lena gomez produser film seri tentang imigran di netflix,Hiburan_&_Selebriti,0,0,0,0,0,Selena Gomez Produseri Film Berseri tentang Imigran di Netflix,0
1232,1232,libur melulu kini syahrini dan reino barack kompak makin gendut,Hiburan_&_Selebriti,0,1,0,0,2,"Liburan Melulu, Kini Syahrini dan Reino Barack Kompak Makin Gendut?",1
4016,4016,kualita udara buruk jambi panjang libur sekolah,Berita_indonesia,0,0,0,0,1,"Kualitas Udara Memburuk, Jambi Perpanjang Libur Sekolah",0
7807,7807,cegah ikut demo septemb kpai minta ortu jemput anak ke sekolah,Berita_indonesia,0,0,1,2,1,"Cegah Ikut Demo 30 September, KPAI Minta Ortu Jemput Anak ke Sekolah",0
5573,5573,palsu terang di akt otentik henri j gunawan dan istri jeblos ke penjara,Regional_&_Daerah,0,0,0,0,1,"Palsukan Keterangan di Akte Otentik, Henry J Gunawan dan Istri Dijebloskan ke Penjara",0
639,639,aliansi mahasiswa nyata puncak demo di istanadpr besok beba politik,Berita_indonesia,0,0,0,0,0,Aliansi Mahasiswa Nyatakan Puncak Demo di Istana-DPR Besok Bebas Politik,0
4425,4425,gandeng atiek cb rian sovana beri nuansa pop pada musik,Travel_&_Pariwisata,0,0,0,0,1,"Gandeng Atiek CB, Riani Sovana Beri Nuansa Pop Pada Musiknya",0
6450,6450,dpr resmi bentuk panja revisi uu kpk,Berita_indonesia,0,0,0,0,0,DPR Resmi Bentuk Panja Revisi UU KPK,0
2388,2388,pimpin dprd sebut bahas wagub dki mulai pada oktob,Berita_indonesia,0,0,1,4,0,Pimpinan DPRD Sebut Pembahasan Wagub DKI Dimulai pada Oktober 2019,0
8012,8012,bebbi fey sebut atta halilintar salat dahulu belum check out hotel,Hiburan_&_Selebriti,0,0,0,0,0,Bebby Fey Sebut Atta Halilintar Salat Dahulu Sebelum Check Out Hotel,1
4309,4309,spanyol singkir polandia dari fiba world cup,Olahraga,0,0,0,0,0,Spanyol Singkirkan Polandia dari FIBA World Cup,0
7140,7140,karena asap siswa sekolah di kampar pulang di pagi hari,Regional_&_Daerah,0,0,0,0,1,"Karena Asap, Siswa Sekolah di Kampar Dipulangkan  di Pagi Hari",0
3526,3526,ingin foku saat kerja di kantor ini cara ampuh,"Keuangan,Ekonomi_&_Bisnis",1,1,0,0,2,Ingin Fokus saat Bekerja di Kantor? Ini Cara Ampuhnya!,1
1071,1071,sinopsi drama still episod yang se jong bikin shin hye sun sipu,Hiburan_&_Selebriti,0,0,1,4,1,"Sinopsis Drama STILL 17 Episode 16, Yang Se Jong Bikin Shin Hye Sun Tersipu",0
6344,6344,usaha sebut nama ini cocok isi kabinet jokowi jilid,"Keuangan,Ekonomi_&_Bisnis",0,0,1,2,0,Pengusaha Sebut 4 Nama Ini Cocok Mengisi Kabinet Jokowi Jilid 2,1
6425,6425,naik iur bpj sehat tahap segmen pbi yang pertama,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Kenaikan Iuran BPJS Kesehatan Bertahap, Segmen PBI yang Pertama",0
4111,4111,koperasi minta putu rantai tengkulak dan calo,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Koperasi Diminta Putus Rantai Tengkulak dan Calo,0
2679,2679,thiago silva sebut neymar bakal tetap jadi andal psg,Olahraga,0,0,0,0,0,Thiago Silva Sebut Neymar Bakal Tetap Jadi Andalan PSG,1
4230,4230,ishlah kata kunci urus anak yatim turut alquran,Agama,0,0,0,0,1,"Ishlah, Kata Kunci Pengurusan Anak Yatim Menurut Alquran",0
3516,3516,mana yang benar silaturahmi atau silaturahim ini jelas gu baha,Agama,0,1,0,0,2,"Mana yang Benar, Silaturahmi atau Silaturahim? Ini Penjelasan Gus Baha",1
6908,6908,jadwal vietnam open sabtu wakil indonesia kejar tiket final,Olahraga,0,0,1,1,0,Jadwal Vietnam Open Sabtu: 2 Wakil Indonesia Kejar Tiket Final,0
843,843,gugat uu pilkada faldo maldini usia saya kurang hari maju cagub,Berita_indonesia,0,0,0,0,1,"Gugat UU Pilkada, Faldo Maldini: Usia Saya Kurang Sehari Maju Cagub",0
377,377,alazhar doa sama untuk sembuh faisal amir mahasiswa kampu lain hadir,Berita_indonesia,0,0,0,0,1,"Al-Azhar Doa Bersama untuk Kesembuhan Faisal Amir, Mahasiswa Kampus Lain Hadir",0
5848,5848,insiden di batas pakistan panggil diplomat afghanistan dan india,Berita_Internasional,0,0,0,0,1,"Insiden di Perbatasan, Pakistan Panggil Diplomat Afghanistan dan India",0
5665,5665,pm pakistan akan desak trump lanjut dialog damai afghanistan,Berita_Internasional,0,0,0,0,0,PM Pakistan akan Desak Trump Lanjutkan Dialog Damai Afghanistan,0
1422,1422,fakta vincent raditya pilot yang lisensi cabut karena video prank limbad,Hiburan_&_Selebriti,0,0,1,2,1,"10 Fakta Vincent Raditya, Pilot yang Lisensinya Dicabut Karena Video Prank Limbad",1
6724,6724,sensitif gemini dan zodiak ini mudah tang,Gaya_Hidup_&_Kesehatan,0,0,1,1,1,"Sensitif, Gemini dan 4 Zodiak Ini Mudah Menangis",1
487,487,laku china hadap warga uighur kecam as dan negara lain,Berita_indonesia,0,0,1,2,0,Perlakuan China terhadap Warga Uighur Dikecam AS dan 30 Negara Lain,0
6830,6830,wahana ozon di tmii ajak anak lebih sayang bumi,Teknologi_&_Sains,0,0,0,0,1,"Wahana Ozon di TMII, Ajak Anak Lebih Sayang Bumi",0
687,687,kuhp saat ini gelandang hukum bulan penjara lgbt tidak pidana,Berita_indonesia,0,0,1,1,1,"KUHP Saat Ini: Gelandangan Dihukum 3 Bulan Penjara, LGBT Tidak Dipidana",0
3188,3188,liba dolar as rupiah pagi ini perkasa di rpusd,"Keuangan,Ekonomi_&_Bisnis",0,0,1,5,2,"Libas Dolar AS, Rupiah Pagi Ini Perkasa di Rp14.077/USD",0
3005,3005,ini sebab jamaah tipu guna visa nonhaji,Agama,0,0,0,0,0,Ini Penyebab Jamaah Tertipu Penggunaan Visa Non-Haji,1
4886,4886,trump benar mati putra osama bin laden,Berita_Internasional,0,0,0,0,0,Trump Benarkan Kematian Putra Osama bin Laden,0
3081,3081,ada satu catat buruk ronaldo saat temu atletico madrid apa itu,Olahraga,0,1,0,0,2,"Ada Satu Catatan Buruk Ronaldo saat Bertemu Atletico Madrid, Apa Itu?",1
1368,1368,raffi ahmad temu benjol di leher haru istirahat panjang belum operasi,Hiburan_&_Selebriti,0,0,0,0,1,"Raffi Ahmad Temukan Benjolan di Leher, Harus Istirahat Panjang Sebelum Operasi",0
1616,1616,sinopsi drama still episod transformasi yang se jong,Hiburan_&_Selebriti,0,0,1,3,1,"Sinopsis Drama Still 17 Episode 3, Transformasi Yang Se Jong",0
253,253,iba yudhoyono kpk tak boleh lemah haru kuat,Berita_indonesia,1,0,0,0,2,"Ibas Yudhoyono: KPK Tak Boleh Dilemahkan, Harus Diperkuat!",0
2835,2835,menkumham sampai pandang perintah soal revisi uu kpk ini isi,Berita_indonesia,0,0,0,0,1,"Menkumham Sampaikan Pandangan Pemerintah Soal Revisi UU KPK, Ini Isinya",1
870,870,edukasi penuh gizi yang tepat untuk segala kalang,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Edukasi Pemenuhan Gizi yang Tepat untuk Segala Kalangan,0
1968,1968,korban asap ke posko sehat kian banyak obatobatan tipi,Berita_indonesia,0,0,0,0,1,"Korban Asap ke Posko Kesehatan Kian Banyak, Obat-obatan Menipis",0
118,118,home industri arak di sidoarjo gerebek dua orang aman,Berita_indonesia,0,0,0,0,1,"Home Industry Arak di Sidoarjo Digerebek, Dua Orang Diamankan",0
3860,3860,ini dia milik dan manaj pabrik manci yang bakar di langkat,Berita_indonesia,0,0,0,0,0,Ini Dia Pemilik dan Manajer Pabrik Mancis yang Terbakar di Langkat,1
7088,7088,bentuk partai gelora fahri target ikut pilkada,Berita_indonesia,0,0,1,4,1,"Bentuk Partai Gelora, Fahri Targetkan Ikut Pilkada 2020",0
5529,5529,data langgan lion air bocor menkominfo sebut bukti urgensi ruu pdp,Teknologi_&_Sains,0,0,0,0,1,"Data Pelanggan Lion Air Bocor, Menkominfo Sebut Bukti Urgensi RUU PDP",0
1456,1456,aksi top kloter gilir sri haru mudik ke majalengka,Hiburan_&_Selebriti,0,0,1,7,1,"AKSI 2019 Top 18 Kloter 3, Giliran Sri Harus Mudik ke Majalengka",0
8466,8466,nia ramadhani tegas tak ingin tambah momong lagi karena alas ini,Hiburan_&_Selebriti,0,0,0,0,0,Nia Ramadhani Tegaskan Tak Ingin Tambah Momongan Lagi Karena Alasan Ini,1
3323,3323,isu bakal segera tinggal liverpool klopp ikan klarifikasi,Olahraga,0,0,0,0,1,"Diisukan Bakal Segera Tinggalkan Liverpool, Klopp Berikan Klarifikasinya",1
4917,4917,tumpa ganda jepang hendraahsan fajarrian tembu semifin,Olahraga,0,0,0,0,1,"Tumpas Ganda Jepang, Hendra/Ahsan - Fajar/Rian Tembus Semifinal",0
7462,7462,dua gol real madrid ke gawang psg anulir var begini jelas,Hiburan_&_Selebriti,0,0,0,0,1,"Dua Gol Real Madrid ke Gawang PSG Dianulir VAR, Begini Penjelasannya",1
961,961,suka bawa ta di tangan begini pribadi,Gaya_Hidup_&_Kesehatan,1,0,0,0,2,"Suka Membawa Tas di Tangan, Begini Kepribadianmu!",1
7911,7911,deddi corbuzi beri tanggap soal konsep halu barbi kumalasari yang sere cibir netizen,Hiburan_&_Selebriti,0,0,0,0,0,Deddy Corbuzier Beri Tanggapan Soal Konsep Halu Barbie Kumalasari Yang Sering Dicibir Netizen,1
5492,5492,amat hujat marak di medso pasal hina presiden relevan,Berita_indonesia,0,0,0,0,1,"Pengamat: Hujatan Marak di Medsos, Pasal Penghinaan Presiden Relevan",0
634,634,bu wisata muat ajar sd gul di ngawi,Berita_indonesia,0,0,1,2,0,Bus Wisata Muat 19 Pelajar SD Terguling di Ngawi,0
4885,4885,bianca andreescu bekap cedera usai juara as buka,Olahraga,0,0,1,4,0,Bianca Andreescu Dibekap Cedera Usai Juara AS Terbuka 2019,0
7770,7770,ii dahlia rasa main usai hilang uang ratus juta di london,Hiburan_&_Selebriti,0,0,0,0,0,Iis Dahlia Merasa Dipermainkan Usai Kehilangan Uang Ratusan Juta di London,1
3406,3406,sri mulyani kan alas cukai rokok naik di,"Keuangan,Ekonomi_&_Bisnis",0,0,1,6,0,Sri Mulyani Beberkan Alasan Cukai Rokok Naik 23% di 2020,1
3495,3495,garagara vape paruparu remaja tahun ini seperti umur,Gaya_Hidup_&_Kesehatan,0,0,1,4,1,"Gara-Gara Vape, Paru-Paru Remaja 16 Tahun Ini Seperti Umur 70   ",1
4246,4246,bpom ingat bahaya hoak produk pangan dan farmasi,Berita_indonesia,0,0,0,0,0,BPOM Ingatkan Bahaya Hoaks Produk Pangan dan Farmasi,0
704,704,perintah akan laku hujan buat atas kabut asap di jambi,Berita_indonesia,0,0,0,0,0,Pemerintah akan Lakukan Hujan Buatan Atasi Kabut Asap di Jambi,0
515,515,massa bubar kapolr jakbar masih pantau situasi slip,Berita_indonesia,0,0,0,0,1,"Massa Bubar, Kapolres Jakbar Masih Pantau Situasi Slipi",0
3833,3833,baje loncat di mabar makin resah kau lapor aja ke polisi gak takut aku,Berita_indonesia,1,0,0,0,3,"Bajing Loncat di Mabar Makin Meresahkan, ""Kau Laporkan Aja ke Polisi, Gak Takut Aku!""",1
4242,4242,segera panjang kontrak gaji de gea sama gaji pogba,Olahraga,0,0,0,0,1,"Segera Perpanjang Kontrak, Gaji De Gea Samai Gaji Pogba ",0
5691,5691,core tumbuh utang luar negeri swasta perlu kontrol,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,CORE: Pertumbuhan Utang Luar Negeri Swasta Perlu Dikontrol,0
2124,2124,anggota dprd bandung tahan di padang kait kasu korupsi alk rsud,Berita_indonesia,0,0,0,0,1,"Anggota DPRD Bandung Ditahan di Padang, Terkait Kasus Korupsi Alkes RSUD",0
1769,1769,kisah pasien tandu tuju puskesma sebut ambul desa hingga selamat ibu lahir,Berita_indonesia,0,0,1,1,1,"7 Kisah Pasien Ditandu Menuju Puskesmas, Disebut ""Ambulans Desa"" hingga Selamatkan Ibu Melahirkan",1
2248,2248,korupsi anggar transportasi mantan ketua bawaslu magetan tahan,Berita_indonesia,0,0,0,0,1,"Korupsi Anggaran Transportasi, Mantan Ketua Bawaslu Magetan Ditahan",0
5075,5075,telah arab saudi houthi ancam serang uea,Berita_Internasional,0,0,0,0,1,"Setelah Arab Saudi, Houthi Ancam Serang UEA",0
1179,1179,deret film indonesia yang tayang di bioskop bulan april,Hiburan_&_Selebriti,0,0,1,4,0,Deretan Film Indonesia Yang Tayang di Bioskop Bulan April 2019,0
6304,6304,mawa diri soal investasi,Konsultasi_&_Opini,0,0,0,0,0,Mawas Diri Soal Investasi,0
2433,2433,kemenhub larang truk lebih muat lintas jalan tol di,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,0,Kemenhub Larang Truk Kelebihan Muatan Melintasi Jalan Tol di 2020,0
7938,7938,jadi pimpin sementara muda hillaryjialyka tuai sorot di lantik,Berita_indonesia,0,0,0,0,1,"Jadi Pimpinan Sementara Termuda, Hillary-Jialyka Tuai Sorotan di Pelantikan",1
7651,7651,puan maharani jadi ketua dpr iwan fal bikin ngakak saat sampai pesan ini,Hiburan_&_Selebriti,0,0,0,0,1,"Puan Maharani Jadi Ketua DPR, Iwan Fals Bikin Ngakak Saat Sampaikan Pesan Ini",1
3800,3800,brakk truk ngebut linda kendara motor di jalan gatsu medan,Berita_indonesia,1,0,1,1,2,BRAKK!! Truk Ngebut Lindas 3 Pengendara Motor di Jalan Gatsu Medan,1
2163,2163,ingin jadi digit market suks pasti punya sifat ini,"Keuangan,Ekonomi_&_Bisnis",0,1,0,0,1,Ingin Jadi Digital Marketing Sukses? Pastikan Punya Sifat ini,1
3429,3429,rio febrian duka sang ibu meningg dunia,Hiburan_&_Selebriti,0,0,0,0,1,"Rio Febrian Berduka, sang Ibu Meninggal Dunia",0
7709,7709,stefan william pamer momen celin lahir nama dan jeni kelamin anak masih rahasia bikin kepo,Hiburan_&_Selebriti,0,0,0,0,1,"Stefan William Pamer Momen Celine Lahiran, Nama dan Jenis Kelamin Anak Masih Dirahasiakan Bikin Kepo",1
381,381,bmkg prediksi musim kemarau bisa lanjut hingga novemb,Berita_indonesia,0,0,0,0,0,BMKG Prediksi Musim Kemarau Bisa Berlanjut hingga November,0
7670,7670,gaya jenni blackpink dan model asli chanel adu siapa lebih keren,Hiburan_&_Selebriti,0,1,0,0,2,"Gaya Jennie BLACKPINK dan Model Asli Chanel Diadu, Siapa Lebih Keren?",1
6171,6171,telah kena serang jantung iker casilla kini latih lagi,Olahraga,0,0,0,0,1,"Setelah Kena Serangan Jantung, Iker Casillas Kini Latihan Lagi",0
4942,4942,suku bunga turun jadi jamu mani bagi industri perban,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,"Suku Bunga Turun Jadi ""Jamu Manis"" Bagi Industri Perbankan",1
2410,2410,cari suaka wajib gulung tenda pukul wib,Berita_indonesia,0,0,1,4,1,Pencari Suaka Diwajibkan Gulung Tenda Pukul 06.00 WIB,0
3660,3660,usai serang houthi arab saudi upaya pulih produksi minyak,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Usai Serangan Houthi, Arab Saudi Upayakan Pulihkan Produksi Minyak ",0
5864,5864,butuh satu dekad lebih untuk lihat hasil restorasi gambut,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Butuh Satu Dekade Lebih untuk Melihat Hasil Restorasi Gambut,0
463,463,ini tuntut mahasiswa yang demo di depan dpr,Berita_indonesia,0,0,1,1,0,Ini 7 Tuntutan Mahasiswa yang Demo di Depan DPR,1
2944,2944,kenang karyawan pt di tentang sosok bj habibi,Regional_&_Daerah,0,0,0,0,0,Kenangan Karyawan PT DI tentang Sosok BJ Habibie,1
946,946,suka gantung ta di lengan seperti ini pribadi,Gaya_Hidup_&_Kesehatan,1,0,0,0,2,"Suka Menggantungkan Tas di Lengan, Seperti Ini Kepribadianmu!",1
3785,3785,bocah lagi ngaji seret paksa oknum polisi sudah minta ampun tetap hajar,Berita_indonesia,0,0,0,0,1,"Bocah Lagi Ngaji Diseret Paksa Oknum Polisi, Sudah Minta Ampun Tetap Dihajar",1
5530,5530,harga minyak dunia dalam jalur tinggi di tengah tegang timur tengah,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Harga Minyak Dunia Dalam Jalur Tertinggi di Tengah Ketegangan Timur Tengah,0
3177,3177,naik rp harga ema antam kini jual rpgram,"Keuangan,Ekonomi_&_Bisnis",0,0,1,10,3,"Naik Rp4.000, Harga Emas Antam Kini Dijual Rp757.000/Gram",0
2746,2746,wajib perhati ini ciri ban haru segera ganti,Teknologi_&_Sains,0,0,1,1,1,"Wajib Diperhatikan, Ini 5 Ciri Ban Harus Segera Diganti",1
8346,8346,mbah mijan senyum sini bongkar wanita tanpa busana incar genderuwo sentil bebbi fey,Hiburan_&_Selebriti,0,1,0,0,2,"Mbah Mijan Senyum Sinis Bongkar Wanita Tanpa Busana Diincar Genderuwo, Sentil Bebby Fey?",1
48,48,pegawai kpk surati fraksi di dpr minta tak pilih capim yang lemah kpk,Berita_indonesia,0,0,0,0,1,"Pegawai KPK Surati Fraksi di DPR, Minta Tak Pilih Capim yang Lemahkan KPK",0
2959,2959,kredit macet umkm bank mandiri turun jadi persen,"Keuangan,Ekonomi_&_Bisnis",0,0,1,1,0,Kredit Macet UMKM Bank Mandiri Turun Jadi 2 Persen,0
1283,1283,isu salmafina pindah agama rebak ikut arti yang pernah terpa hal rupa,Hiburan_&_Selebriti,0,0,1,2,1,"Isu Salmafina Pindah Agama Merebak, Berikut 15 Artis yang Pernah Diterpa Hal Serupa",1
6545,6545,liga champion shakthar vs man cit panggung buat cancelo,Olahraga,0,0,0,0,1,"Liga Champions: Shakthar Vs Man City, Panggung buat Cancelo",0
1940,1940,mau jadi calon wali kota tangsel kolonel beben siap mundur dari tni,Berita_indonesia,0,0,0,0,1,"Mau Jadi Calon Wali Kota Tangsel, Kolonel Beben Siap Mundur dari TNI",0
5794,5794,pucuk coolinari festiv suks gelar di palembang,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Pucuk Coolinary Festival Sukses Digelar di Palembang,0
4359,4359,ratu inggri guna perabot beka di istana buckingham,Berita_indonesia,0,0,0,0,0,Ratu Inggris Gunakan Perabotan Bekas di Istana Buckingham,0
5645,5645,bupati serang kami ikan layan baik untuk ajar papua,Regional_&_Daerah,0,0,0,0,0,Bupati Serang: Kami Berikan Layanan Terbaik untuk Pelajar Papua,0
6139,6139,hasil liga inggri tahan watford arsen gagal ke besar,Olahraga,0,0,1,3,1,"Hasil Liga Inggris: Ditahan Watford 2-2, Arsenal Gagal ke 4 Besar",0
4554,4554,bekas gandeng usaha olah sampah jadi listrik,Berita_indonesia,0,0,1,1,0,Bekasi Gandeng 3 Perusahaan Olah Sampah Jadi Listrik,0
2085,2085,anggota dprd jabar gadai sk untuk bayar utang kampany hingga beli rumah,Berita_indonesia,0,0,0,0,0,Anggota DPRD Jabar Gadai SK untuk Bayar Utang Kampanye hingga Beli Rumah,0
3701,3701,ruang eldin dan kadi pu segel kpk sejak dinihari,Berita_indonesia,0,0,0,0,0,Ruangan Eldin dan Kadis PU Disegel KPK Sejak Dinihari,0
3107,3107,unit dfsk super cab buat indonesia siap banjir pasar filipina,Teknologi_&_Sains,0,0,1,4,1,3.000 Unit DFSK Super Cab Buatan Indonesia Siap Banjiri Pasar Filipina   ,0
2294,2294,foto hamil nyinyir netizen ini jawab shandi aulia,Hiburan_&_Selebriti,0,0,0,0,1,"Foto Kehamilannya Dinyinyiri Netizen, Ini Jawaban Shandy Aulia",1
2115,2115,rapat paripurna dpr interupsi anggota dewan minta firli dkk tak henti di tengah jalan,Berita_indonesia,0,0,0,0,1,"Rapat Paripurna DPR, Interupsi Anggota Dewan Minta Firli dkk Tak Berhenti di Tengah Jalan",0
2409,2409,akhir septemb garuda indonesia operasi rute manadodavao,Travel_&_Pariwisata,0,0,0,0,1,"Akhir September, Garuda Indonesia Operasikan Rute Manado-Davao",0
2609,2609,bri benah ekosistem di gunung meru lewat program csr peduli lingkung,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,BRI Benahi Ekosistem di Gunung Semeru lewat Program CSR Peduli Lingkungan,0
8137,8137,yasonna laoli mundur jadi menkumham tinggal kontroversi apa saja,Berita_indonesia,0,1,1,1,2,"Yasonna Laoly Mundur Jadi Menkumham Tinggalkan 3 Kontroversi, Apa Saja?",1
6301,6301,hal tarik dari laga testimoni vincent kompani,Olahraga,0,0,1,1,0,4 Hal Menarik dari Laga Testimoni Vincent Kompany,1
4056,4056,samik ibrahim ulama mang pemrot perintah koloni,Agama,0,0,0,0,0,Samik Ibrahim: Ulama Minang Pemrotes Pemerintah Kolonial ,0
7326,7326,telah lahir bayi lakilaki kali berturutturut ibu ini akhir karunia anak perempuan,Gaya_Hidup_&_Kesehatan,0,0,1,2,1,"Setelah Melahirkan Bayi Laki-laki 10 Kali Berturut-turut, Ibu Ini Akhirnya Dikaruniai Anak Perempuan",1
5316,5316,bakar hutan gunung ciremai hangus hektar lahan,Regional_&_Daerah,0,0,1,3,0,Kebakaran Hutan Gunung Ciremai Hanguskan 150 Hektare Lahan,0
705,705,mahasiswa asal riau di medan galang dana untuk korban kabut asap,Berita_indonesia,0,0,0,0,0,Mahasiswa Asal Riau di Medan Galang Dana untuk Korban Kabut Asap,0
1578,1578,jokowi hadir nikah wartawan nyata anak seleb ken,Hiburan_&_Selebriti,0,0,0,0,1,"Jokowi Hadiri Nikahan Wartawan, Ternyata Anak Seleb Terkenal",1
8347,8347,melodi prima kena cibir garagara ledek mahasiswa agar kuliah ketimbang demo,Hiburan_&_Selebriti,0,0,0,0,0,Melody Prima Kena Cibir Gara-Gara Ledek Mahasiswa Agar Kuliah Ketimbang Demo,1
8281,8281,bebbi fey minta rumah dan mobil mewah bagai syarat damai dengan sang youtub ken,Hiburan_&_Selebriti,0,1,0,0,1,Bebby Fey Minta Rumah dan Mobil Mewah Sebagai Syarat Damai dengan Sang YouTuber Terkenal?,1
7209,7209,sigap bea cukai kudu gagal edar ribu batang rokok ileg,"Keuangan,Ekonomi_&_Bisnis",1,0,1,3,1,Sigap! Bea Cukai Kudus Gagalkan Peredaran 280 Ribu Batang Rokok Ilegal,1
